Term	odds_ratio	Category	SampleID	CpGType	pvalue	EnrichType	-log10(Pval)
ZNF322A	 1.097	TFBS	Clark2018_Argelaguet2019	Negative	0.00946	Enrich	26.0
NR4A1	 1.015	TFBSrm	Clark2018_Argelaguet2019	Negative	0.00997	Enrich	26.0
TLX1	 1.154	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0101	Enrich	26.0
RAR	 1.028	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0103	Enrich	26.0
NEUROG2	 1.034	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0105	Enrich	26.0
NUP153	 1.015	TFBS	Clark2018_Argelaguet2019	Negative	0.011	Enrich	26.0
AR	 1.025	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0113	Enrich	26.0
NR1H2-3	 1.023	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0113	Enrich	26.0
MED1	 1.018	TFBS	Clark2018_Argelaguet2019	Negative	0.0117	Enrich	26.0
HOXA13	 1.022	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0121	Enrich	26.0
KLF5	 1.015	TFBS	Clark2018_Argelaguet2019	Negative	0.0123	Enrich	26.0
EnhPois	 1.022	ChromHMM	Clark2018_Argelaguet2019	Negative	0.0125	Enrich	26.0
NEUROD2	 1.025	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0127	Enrich	26.0
-10	 1.006	MetagenePC	Clark2018_Argelaguet2019	Negative	0.0128	Enrich	26.0
AIRE	 1.015	TFBS	Clark2018_Argelaguet2019	Negative	0.0135	Enrich	26.0
TFAP4	 1.019	TFBS	Clark2018_Argelaguet2019	Negative	0.0139	Enrich	26.0
H3K4BHB	 1.091	HM	Clark2018_Argelaguet2019	Negative	0.014	Enrich	26.0
GTF2A	 1.082	TFBSrm	Clark2018_Argelaguet2019	Negative	0.014	Enrich	26.0
ISL1	 1.013	TFBS	Clark2018_Argelaguet2019	Negative	0.014	Enrich	26.0
STAG2	 1.026	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0141	Enrich	26.0
15	 1.012	MetagenePC	Clark2018_Argelaguet2019	Negative	0.0149	Enrich	26.0
ARNTL	 1.018	TFBS	Clark2018_Argelaguet2019	Negative	0.015	Enrich	26.0
CRX	 1.063	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0154	Enrich	26.0
ESRRB	 1.011	TFBS	Clark2018_Argelaguet2019	Negative	0.0157	Enrich	26.0
NR0B1	 1.034	TFBS	Clark2018_Argelaguet2019	Negative	0.0159	Enrich	26.0
ZFP984	 1.196	TFBSrm	Clark2018_Argelaguet2019	Negative	0.016	Enrich	26.0
NFIL3	 1.030	TFBS	Clark2018_Argelaguet2019	Negative	0.0162	Enrich	26.0
PPARA	 1.017	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0165	Enrich	26.0
PRDM4	 1.096	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0166	Enrich	26.0
FOXL2	 1.032	TFBS	Clark2018_Argelaguet2019	Negative	0.0166	Enrich	26.0
USF2	 1.037	TFBS	Clark2018_Argelaguet2019	Negative	0.017	Enrich	26.0
CEBPD	 1.028	TFBS	Clark2018_Argelaguet2019	Negative	0.0173	Enrich	26.0
MYF5	 1.017	TFBS	Clark2018_Argelaguet2019	Negative	0.0174	Enrich	26.0
NR3C1	 1.017	TFBS	Clark2018_Argelaguet2019	Negative	0.0176	Enrich	26.0
CBX5	 1.048	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0185	Enrich	26.0
MEIS1	 1.016	TFBS	Clark2018_Argelaguet2019	Negative	0.0185	Enrich	26.0
TBR1	 1.050	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0187	Enrich	26.0
NFIL3	 1.024	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0188	Enrich	26.0
STAT2	 1.016	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0188	Enrich	26.0
RORA	 1.031	TFBS	Clark2018_Argelaguet2019	Negative	0.019	Enrich	26.0
CHD8	 1.016	TFBS	Clark2018_Argelaguet2019	Negative	0.0191	Enrich	26.0
SIX2	 1.016	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0196	Enrich	26.0
LHX3	 1.026	TFBS	Clark2018_Argelaguet2019	Negative	0.0199	Enrich	26.0
SPEN	 1.234	TFBS	Clark2018_Argelaguet2019	Negative	0.02	Enrich	26.0
MAFK	 1.021	TFBS	Clark2018_Argelaguet2019	Negative	0.0201	Enrich	26.0
SOX2	 1.017	TFBS	Clark2018_Argelaguet2019	Negative	0.0205	Enrich	26.0
SUPT5H	 1.015	TFBS	Clark2018_Argelaguet2019	Negative	0.0205	Enrich	26.0
MYF5	 1.016	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0207	Enrich	26.0
SMCHD1	 1.062	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0208	Enrich	26.0
H4K20me1	 1.027	HM	Clark2018_Argelaguet2019	Negative	0.021	Enrich	26.0
BCL11B	 1.017	TFBSrm	Clark2018_Argelaguet2019	Negative	0.021	Enrich	26.0
ZMYND8	 1.019	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0217	Enrich	26.0
RUNX2	 1.017	TFBS	Clark2018_Argelaguet2019	Negative	0.0222	Enrich	26.0
SPIB	 1.097	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0225	Enrich	26.0
NKX3-1	 1.025	TFBS	Clark2018_Argelaguet2019	Negative	0.0228	Enrich	26.0
IRF2BP2	 1.062	TFBSrm	Clark2018_Argelaguet2019	Negative	0.023	Enrich	26.0
IKZF1	 1.015	TFBS	Clark2018_Argelaguet2019	Negative	0.0231	Enrich	26.0
SATB2	 1.139	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0234	Enrich	26.0
HDAC4	 1.114	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0235	Enrich	26.0
MITF	 1.037	TFBS	Clark2018_Argelaguet2019	Negative	0.0236	Enrich	26.0
SOX17	 1.021	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0244	Enrich	26.0
DLX6	 1.190	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0249	Enrich	26.0
ATF3	 1.015	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0249	Enrich	26.0
MAF	 1.014	TFBS	Clark2018_Argelaguet2019	Negative	0.0255	Enrich	26.0
NKX3-2	 1.064	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0262	Enrich	26.0
FOSL2	 1.016	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0263	Enrich	26.0
RAD21	 1.020	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0263	Enrich	26.0
RXRA-B	 1.010	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0267	Enrich	26.0
PER1	 1.078	TFBS	Clark2018_Argelaguet2019	Negative	0.0269	Enrich	26.0
ELK3	 1.076	TFBS	Clark2018_Argelaguet2019	Negative	0.0272	Enrich	26.0
DNA?	 1.350	rmsk1	Clark2018_Argelaguet2019	Negative	0.0276	Enrich	26.0
DNA?	 1.350	rmsk2	Clark2018_Argelaguet2019	Negative	0.0276	Enrich	26.0
EnhG	 1.035	ChromHMM	Clark2018_Argelaguet2019	Negative	0.0289	Enrich	26.0
6	 1.010	MetagenePC	Clark2018_Argelaguet2019	Negative	0.0289	Enrich	26.0
ISL1-2	 1.018	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0296	Enrich	26.0
WDR5	 1.013	TFBS	Clark2018_Argelaguet2019	Negative	0.0297	Enrich	26.0
CBX3	 1.012	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0301	Enrich	26.0
MEF2A	 1.013	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0308	Enrich	26.0
RELA	 1.018	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0309	Enrich	26.0
ARNTL	 1.013	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0319	Enrich	26.0
FOXH1	 1.012	TFBSrm	Clark2018_Argelaguet2019	Negative	0.034	Enrich	26.0
HNF4A	 1.015	TFBS	Clark2018_Argelaguet2019	Negative	0.034	Enrich	26.0
PAX6	 1.013	TFBS	Clark2018_Argelaguet2019	Negative	0.0344	Enrich	26.0
NR1H3	 1.019	TFBS	Clark2018_Argelaguet2019	Negative	0.0345	Enrich	26.0
EP300	 1.019	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0347	Enrich	26.0
CEBPB	 1.018	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0357	Enrich	26.0
LRRFIP1	 1.243	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0365	Enrich	26.0
NOTCH1	 1.014	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0378	Enrich	26.0
PBX1	 1.015	TFBS	Clark2018_Argelaguet2019	Negative	0.0378	Enrich	26.0
TCF12	 1.018	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0386	Enrich	26.0
FOXO3	 1.019	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0392	Enrich	26.0
14	 1.013	MetagenePC	Clark2018_Argelaguet2019	Negative	0.0393	Enrich	26.0
Openchromatin	 1.017	EnsRegBuild	Clark2018_Argelaguet2019	Negative	0.0396	Enrich	26.0
19	 1.005	MetagenePC	Clark2018_Argelaguet2019	Negative	0.0399	Enrich	26.0
TP53	 1.014	TFBS	Clark2018_Argelaguet2019	Negative	0.0405	Enrich	26.0
18	 1.005	MetagenePC	Clark2018_Argelaguet2019	Negative	0.0405	Enrich	26.0
FOS	 1.017	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0407	Enrich	26.0
HDAC3	 1.013	TFBS	Clark2018_Argelaguet2019	Negative	0.042	Enrich	26.0
CRTC2	 1.017	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0425	Enrich	26.0
TRIM28	 1.011	TFBS	Clark2018_Argelaguet2019	Negative	0.0428	Enrich	26.0
KMT2A	 1.013	TFBS	Clark2018_Argelaguet2019	Negative	0.043	Enrich	26.0
TFE3	 1.024	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0437	Enrich	26.0
NKX2-1	 1.016	TFBSrm	Clark2018_Argelaguet2019	Negative	0.044	Enrich	26.0
HEXIM1	 1.010	TFBS	Clark2018_Argelaguet2019	Negative	0.0442	Enrich	26.0
TAF15	 1.032	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0447	Enrich	26.0
ZFP217	 1.014	TFBSrm	Clark2018_Argelaguet2019	Negative	0.045	Enrich	26.0
ESRRA	 1.015	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0459	Enrich	26.0
ZFP493	 1.183	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0463	Enrich	26.0
ZFP429	 1.076	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0465	Enrich	26.0
CEBPA	 1.018	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0466	Enrich	26.0
PER2	 1.044	TFBS	Clark2018_Argelaguet2019	Negative	0.0474	Enrich	26.0
ELF4	 1.013	TFBS	Clark2018_Argelaguet2019	Negative	0.0477	Enrich	26.0
NKX3-2	 1.061	TFBS	Clark2018_Argelaguet2019	Negative	0.049	Enrich	26.0
srpRNA	 1.471	rmsk1	Clark2018_Argelaguet2019	Negative	0.049	Enrich	26.0
srpRNA	 1.471	rmsk2	Clark2018_Argelaguet2019	Negative	0.049	Enrich	26.0
STAT3	 1.017	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0492	Enrich	26.0
IRF1	 1.019	TFBS	Clark2018_Argelaguet2019	Negative	0.0492	Enrich	26.0
JUNB	 1.015	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0495	Enrich	26.0
NR0B2	 0.975	TFBS	Clark2018_Argelaguet2019	Negative	0.0491	Depletion	26.0
IKZF2	 0.961	TFBS	Clark2018_Argelaguet2019	Negative	0.048	Depletion	26.0
ATF1	 0.986	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0459	Depletion	26.0
MYOD1	 0.986	TFBS	Clark2018_Argelaguet2019	Negative	0.0461	Depletion	26.0
POLR3G	 0.950	TFBS	Clark2018_Argelaguet2019	Negative	0.0467	Depletion	26.0
CLOCK	 0.988	TFBS	Clark2018_Argelaguet2019	Negative	0.0452	Depletion	26.0
ZFP24	 0.964	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0449	Depletion	26.0
NR6A1	 0.981	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0436	Depletion	26.0
TGIF1	 0.989	TFBS	Clark2018_Argelaguet2019	Negative	0.0427	Depletion	26.0
BMI1	 0.971	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0429	Depletion	26.0
POU3F1	 0.864	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0488	Depletion	26.0
BAZ1B	 0.958	TFBS	Clark2018_Argelaguet2019	Negative	0.042	Depletion	26.0
HistoneLysineAcetylation	 0.958	HM	Clark2018_Argelaguet2019	Negative	0.0411	Depletion	26.0
ZFP953	 0.957	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0394	Depletion	26.0
CEBPG	 0.910	TFBS	Clark2018_Argelaguet2019	Negative	0.0411	Depletion	26.0
24	 0.939	nFlankCG	Clark2018_Argelaguet2019	Negative	0.0399	Depletion	26.0
22	 0.949	nFlankCG	Clark2018_Argelaguet2019	Negative	0.0394	Depletion	26.0
L2	 0.964	rmsk2	Clark2018_Argelaguet2019	Negative	0.0392	Depletion	26.0
OBOX1	 0.969	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0373	Depletion	26.0
AICDA	 0.980	TFBS	Clark2018_Argelaguet2019	Negative	0.0372	Depletion	26.0
GABPA	 0.985	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0361	Depletion	26.0
MYBL1	 0.979	TFBS	Clark2018_Argelaguet2019	Negative	0.0359	Depletion	26.0
LMX1B	 0.922	TFBSrm	Clark2018_Argelaguet2019	Negative	0.037	Depletion	26.0
STAT5B	 0.985	TFBS	Clark2018_Argelaguet2019	Negative	0.035	Depletion	26.0
SAP18	 0.930	TFBS	Clark2018_Argelaguet2019	Negative	0.0376	Depletion	26.0
MTF1	 0.792	TFBSrm	Clark2018_Argelaguet2019	Negative	0.044	Depletion	26.0
DROSHA	 0.826	TFBS	Clark2018_Argelaguet2019	Negative	0.0412	Depletion	26.0
ARID3A	 0.981	TFBS	Clark2018_Argelaguet2019	Negative	0.034	Depletion	26.0
hAT-Charlie	 0.971	rmsk2	Clark2018_Argelaguet2019	Negative	0.034	Depletion	26.0
ASXL1	 0.982	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0326	Depletion	26.0
CLK1	 0.856	TFBS	Clark2018_Argelaguet2019	Negative	0.0387	Depletion	26.0
EP400	 0.972	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0316	Depletion	26.0
ZFP335	 0.870	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0362	Depletion	26.0
TBX6	 0.849	TFBS	Clark2018_Argelaguet2019	Negative	0.0381	Depletion	26.0
NLRC5	 0.808	TFBS	Clark2018_Argelaguet2019	Negative	0.0389	Depletion	26.0
ZNF335	 0.874	TFBS	Clark2018_Argelaguet2019	Negative	0.0335	Depletion	26.0
EPOP	 0.964	TFBS	Clark2018_Argelaguet2019	Negative	0.0308	Depletion	26.0
ATOH1	 0.982	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0278	Depletion	26.0
MAFA	 0.913	TFBS	Clark2018_Argelaguet2019	Negative	0.0304	Depletion	26.0
ERVL-MaLR	 0.986	rmsk2	Clark2018_Argelaguet2019	Negative	0.0275	Depletion	26.0
NEUROD2	 0.987	TFBS	Clark2018_Argelaguet2019	Negative	0.0265	Depletion	26.0
LDB1	 0.975	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0255	Depletion	26.0
ASXL1	 0.961	TFBS	Clark2018_Argelaguet2019	Negative	0.0264	Depletion	26.0
SRSF2	 0.941	TFBS	Clark2018_Argelaguet2019	Negative	0.0265	Depletion	26.0
EHMT2	 0.763	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0333	Depletion	26.0
TRP53	 0.979	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0243	Depletion	26.0
FOSB	 0.970	TFBS	Clark2018_Argelaguet2019	Negative	0.0234	Depletion	26.0
TBX5	 0.987	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0226	Depletion	26.0
PHF5A	 0.981	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0229	Depletion	26.0
DNMT1	 0.668	TFBS	Clark2018_Argelaguet2019	Negative	0.0351	Depletion	26.0
BRCA1	 0.894	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0239	Depletion	26.0
HSF1	 0.950	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0221	Depletion	26.0
SIN3B	 0.944	TFBS	Clark2018_Argelaguet2019	Negative	0.0219	Depletion	26.0
IRF3	 0.982	TFBS	Clark2018_Argelaguet2019	Negative	0.0193	Depletion	26.0
GFI1	 0.986	TFBS	Clark2018_Argelaguet2019	Negative	0.019	Depletion	26.0
TRP73	 0.983	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0183	Depletion	26.0
ZC3H10	 0.986	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0187	Depletion	26.0
SUMO2	 0.703	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0268	Depletion	26.0
Y-chromosome	 0.631	rmsk2	Clark2018_Argelaguet2019	Negative	0.0308	Depletion	26.0
ZIC3	 0.987	TFBSrm	Clark2018_Argelaguet2019	Negative	0.017	Depletion	26.0
GTF3C1	 0.975	TFBS	Clark2018_Argelaguet2019	Negative	0.0176	Depletion	26.0
KANSL3	 0.984	TFBS	Clark2018_Argelaguet2019	Negative	0.0169	Depletion	26.0
RBFOX2	 0.988	TFBS	Clark2018_Argelaguet2019	Negative	0.0177	Depletion	26.0
CBFA2T2	 0.655	TFBS	Clark2018_Argelaguet2019	Negative	0.0281	Depletion	26.0
MXI1	 0.983	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0166	Depletion	26.0
GLI2	 0.831	TFBS	Clark2018_Argelaguet2019	Negative	0.0201	Depletion	26.0
FAM208A	 0.890	TFBS	Clark2018_Argelaguet2019	Negative	0.0186	Depletion	26.0
TGIF2	 0.980	TFBS	Clark2018_Argelaguet2019	Negative	0.0166	Depletion	26.0
ID	 0.935	rmsk2	Clark2018_Argelaguet2019	Negative	0.0168	Depletion	26.0
SSRP1	 0.623	TFBS	Clark2018_Argelaguet2019	Negative	0.0265	Depletion	26.0
DNA	 0.973	rmsk1	Clark2018_Argelaguet2019	Negative	0.0159	Depletion	26.0
Unknown	 0.867	rmsk2	Clark2018_Argelaguet2019	Negative	0.018	Depletion	26.0
H2BK5me1	 0.950	HM	Clark2018_Argelaguet2019	Negative	0.0146	Depletion	26.0
RUVBL1	 0.926	TFBS	Clark2018_Argelaguet2019	Negative	0.0149	Depletion	26.0
SNAI1-2	 0.980	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0129	Depletion	26.0
SP9	 0.988	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0131	Depletion	26.0
JARID2	 0.988	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0135	Depletion	26.0
ZFP384	 0.978	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0132	Depletion	26.0
MTA1	 0.985	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0129	Depletion	26.0
THAP1	 0.636	TFBS	Clark2018_Argelaguet2019	Negative	0.0222	Depletion	26.0
MSL2	 0.975	TFBS	Clark2018_Argelaguet2019	Negative	0.0135	Depletion	26.0
CDK8	 0.983	TFBSrm	Clark2018_Argelaguet2019	Negative	0.012	Depletion	26.0
NFIC	 0.672	TFBS	Clark2018_Argelaguet2019	Negative	0.0183	Depletion	26.0
SS18	 0.977	TFBS	Clark2018_Argelaguet2019	Negative	0.012	Depletion	26.0
SOX11	 0.983	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0116	Depletion	26.0
MYT1L	 0.984	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0113	Depletion	26.0
EGR1	 0.972	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0112	Depletion	26.0
TOP2B	 0.977	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0109	Depletion	26.0
EHF	 0.936	TFBS	Clark2018_Argelaguet2019	Negative	0.0116	Depletion	26.0
SF1	 0.973	TFBS	Clark2018_Argelaguet2019	Negative	0.0109	Depletion	26.0
FOXO1	 0.970	TFBS	Clark2018_Argelaguet2019	Negative	0.0114	Depletion	26.0
CBX3	 0.978	TFBS	Clark2018_Argelaguet2019	Negative	0.0115	Depletion	26.0
H3R2me2s	 0.959	HM	Clark2018_Argelaguet2019	Negative	0.0108	Depletion	26.0
BRD2	 0.982	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0105	Depletion	26.0
GATA5	 0.493	TFBS	Clark2018_Argelaguet2019	Negative	0.0215	Depletion	26.0
NONO	 0.797	TFBS	Clark2018_Argelaguet2019	Negative	0.0131	Depletion	26.0
HIF1A	 0.976	TFBS	Clark2018_Argelaguet2019	Negative	0.01	Depletion	26.0
33	 0.636	nFlankCG	Clark2018_Argelaguet2019	Negative	0.0171	Depletion	26.0
30	 0.815	nFlankCG	Clark2018_Argelaguet2019	Negative	0.0126	Depletion	26.0
H3K64ac	 0.985	HM	Clark2018_Argelaguet2019	Negative	0.00868	Depletion	26.0
CBX8	 0.972	TFBSrm	Clark2018_Argelaguet2019	Negative	0.00884	Depletion	26.0
GFI1B	 0.975	TFBSrm	Clark2018_Argelaguet2019	Negative	0.00969	Depletion	26.0
DMRTB1	 0.945	TFBS	Clark2018_Argelaguet2019	Negative	0.0101	Depletion	26.0
TOP1	 0.945	TFBS	Clark2018_Argelaguet2019	Negative	0.00937	Depletion	26.0
USP7	 0.924	TFBS	Clark2018_Argelaguet2019	Negative	0.0096	Depletion	26.0
19	 0.943	nFlankCG	Clark2018_Argelaguet2019	Negative	0.0093	Depletion	26.0
GLI3	 0.980	TFBSrm	Clark2018_Argelaguet2019	Negative	0.00776	Depletion	26.0
SS18	 0.981	TFBSrm	Clark2018_Argelaguet2019	Negative	0.00811	Depletion	26.0
RUNX1-ETO	 0.987	TFBSrm	Clark2018_Argelaguet2019	Negative	0.00817	Depletion	26.0
RUNX1	 0.982	TFBS	Clark2018_Argelaguet2019	Negative	0.00778	Depletion	26.0
CBX8	 0.975	TFBS	Clark2018_Argelaguet2019	Negative	0.00803	Depletion	26.0
GPS2	 0.974	TFBS	Clark2018_Argelaguet2019	Negative	0.00775	Depletion	26.0
KDM5B	 0.936	TFBS	Clark2018_Argelaguet2019	Negative	0.00872	Depletion	26.0
ZBTB7B	 0.984	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0069	Depletion	26.0
PHOX2A	 0.960	TFBSrm	Clark2018_Argelaguet2019	Negative	0.00734	Depletion	26.0
NSL1	 0.955	TFBS	Clark2018_Argelaguet2019	Negative	0.00733	Depletion	26.0
H3K5ac	 0.977	HM	Clark2018_Argelaguet2019	Negative	0.00566	Depletion	26.0
EBF4	 0.976	TFBSrm	Clark2018_Argelaguet2019	Negative	0.00625	Depletion	26.0
ESRRG	 0.977	TFBSrm	Clark2018_Argelaguet2019	Negative	0.00595	Depletion	26.0
PRDM5	 0.947	TFBSrm	Clark2018_Argelaguet2019	Negative	0.00644	Depletion	26.0
REST	 0.951	TFBS	Clark2018_Argelaguet2019	Negative	0.00675	Depletion	26.0
RARB	 0.918	TFBS	Clark2018_Argelaguet2019	Negative	0.00697	Depletion	26.0
PARP1	 0.867	TFBS	Clark2018_Argelaguet2019	Negative	0.00747	Depletion	26.0
PARP14	 0.956	TFBS	Clark2018_Argelaguet2019	Negative	0.00592	Depletion	26.0
AHR	 0.939	TFBS	Clark2018_Argelaguet2019	Negative	0.00654	Depletion	26.0
RPA	 0.946	TFBS	Clark2018_Argelaguet2019	Negative	0.00671	Depletion	26.0
PCGF6	 0.980	TFBSrm	Clark2018_Argelaguet2019	Negative	0.00504	Depletion	26.0
BACH2	 0.974	TFBSrm	Clark2018_Argelaguet2019	Negative	0.00475	Depletion	26.0
IRF9	 0.981	TFBSrm	Clark2018_Argelaguet2019	Negative	0.00463	Depletion	26.0
TLE	 0.918	TFBSrm	Clark2018_Argelaguet2019	Negative	0.00569	Depletion	26.0
PAX3	 0.892	TFBS	Clark2018_Argelaguet2019	Negative	0.00601	Depletion	26.0
SUMO2	 0.957	TFBS	Clark2018_Argelaguet2019	Negative	0.00492	Depletion	26.0
TCF7L1	 0.980	TFBS	Clark2018_Argelaguet2019	Negative	0.00511	Depletion	26.0
EZH1	 0.953	TFBS	Clark2018_Argelaguet2019	Negative	0.00501	Depletion	26.0
HTATSF1	 0.983	TFBSrm	Clark2018_Argelaguet2019	Negative	0.00363	Depletion	26.0
CREBBP	 0.973	TFBSrm	Clark2018_Argelaguet2019	Negative	0.00391	Depletion	26.0
SOX9	 0.978	TFBSrm	Clark2018_Argelaguet2019	Negative	0.00438	Depletion	26.0
THAP1	 0.944	TFBSrm	Clark2018_Argelaguet2019	Negative	0.00429	Depletion	26.0
CDYL	 0.597	TFBS	Clark2018_Argelaguet2019	Negative	0.00686	Depletion	26.0
MYCN	 0.967	TFBS	Clark2018_Argelaguet2019	Negative	0.00464	Depletion	26.0
SPNS1	 0.967	TFBS	Clark2018_Argelaguet2019	Negative	0.00393	Depletion	26.0
BRD3	 0.848	TFBS	Clark2018_Argelaguet2019	Negative	0.00521	Depletion	26.0
Unknown	 0.845	rmsk1	Clark2018_Argelaguet2019	Negative	0.00474	Depletion	26.0
H2Bub1	 0.963	HM	Clark2018_Argelaguet2019	Negative	0.00275	Depletion	26.0
YY1	 0.971	TFBSrm	Clark2018_Argelaguet2019	Negative	0.00286	Depletion	26.0
HMGA2	 0.985	TFBSrm	Clark2018_Argelaguet2019	Negative	0.00338	Depletion	26.0
TCF7L2	 0.957	TFBSrm	Clark2018_Argelaguet2019	Negative	0.00293	Depletion	26.0
SCML2	 0.911	TFBS	Clark2018_Argelaguet2019	Negative	0.00343	Depletion	26.0
GATA4	 0.980	TFBS	Clark2018_Argelaguet2019	Negative	0.00312	Depletion	26.0
FEZF2	 0.979	TFBS	Clark2018_Argelaguet2019	Negative	0.00306	Depletion	26.0
ATOH1	 0.978	TFBS	Clark2018_Argelaguet2019	Negative	0.0026	Depletion	26.0
18	 0.935	nFlankCG	Clark2018_Argelaguet2019	Negative	0.00272	Depletion	26.0
20	 0.931	nFlankCG	Clark2018_Argelaguet2019	Negative	0.00361	Depletion	26.0
Satellite	 0.905	rmsk1	Clark2018_Argelaguet2019	Negative	0.003	Depletion	26.0
Satellite	 0.905	rmsk2	Clark2018_Argelaguet2019	Negative	0.003	Depletion	26.0
B2	 0.977	rmsk2	Clark2018_Argelaguet2019	Negative	0.00346	Depletion	26.0
H3K36me1	 0.952	HM	Clark2018_Argelaguet2019	Negative	0.00216	Depletion	26.0
H3K9BHB	 0.978	HM	Clark2018_Argelaguet2019	Negative	0.00202	Depletion	26.0
ESR2	 0.983	TFBSrm	Clark2018_Argelaguet2019	Negative	0.00172	Depletion	26.0
IKZF1	 0.974	TFBSrm	Clark2018_Argelaguet2019	Negative	0.00196	Depletion	26.0
MTA3	 0.978	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0017	Depletion	26.0
WT1	 0.978	TFBSrm	Clark2018_Argelaguet2019	Negative	0.0017	Depletion	26.0
STAT5B	 0.982	TFBSrm	Clark2018_Argelaguet2019	Negative	0.00243	Depletion	26.0
TBL1X	 0.982	TFBSrm	Clark2018_Argelaguet2019	Negative	0.00207	Depletion	26.0
